RA,Fase,Turma,Nome,Ano nasc,Idade 22,Genero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO,Atingiu_PV,INDE 2023,Nome Anonimizado,Data de Nasc,Idade,Pedra 22,Pedra 23,INDE 22,IPP,Mat,Por,Ing,Fase Ideal,Destaque IPV.1,INDE 23,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Ativo/ Inativo.1,Pedra_Ordem,EM_RISCO
RA-257,3,G,Aluno-257,2008.0,14.0,Menina,2018,Escola Pública,Ametista,Ametista,QUARTZO,5.149,"815,000",124.0,9.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,6.4,5.6,Requer avaliação,3.6,"4,0","5,2","1,5",Não,6.708,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-258,3,G,Aluno-258,2010.0,12.0,Menina,2018,Escola Pública,Ametista,Topázio,AGATA,6.926,"517,000",67.0,5.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,10.0,7.3,5.6,Sem limitações,4.8,"2,7","6,2","5,5",Não,6.125,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AGATA,0
RA-259,3,G,Aluno-259,2006.0,16.0,Menino,2017,Escola Pública,Quartzo,Quartzo,QUARTZO,4.182,"853,000",146.0,15.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,8.8,2.9,7.5,Não atendido,0.9,"0,0","2,7","0,2",Não,4.625,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-260,3,G,Aluno-260,2009.0,13.0,Menina,2019,Escola Pública,Topázio,Ametista,AMETISTA,7.44,"340,000",38.0,2.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,10.0,8.2,7.5,Não atendido,5.0,"5,7","5,2","4,2",Não,6.458,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,0
RA-261,3,G,Aluno-261,2008.0,14.0,Menina,2019,Escola Pública,Ágata,Quartzo,AGATA,6.763,"566,000",74.0,6.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,8.8,7.2,5.6,Sem limitações,5.8,"6,2","5,8","5,5",Sim,7.042,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AGATA,0
RA-262,3,G,Aluno-262,2007.0,15.0,Menino,2021,Escola Pública,,Quartzo,QUARTZO,4.786,"835,000",135.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,5.8,5.6,Sem limitações,3.4,"1,3","5,5","3,5",Não,5.625,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-263,3,G,Aluno-263,2007.0,15.0,Menina,2019,Escola Pública,Ágata,Quartzo,QUARTZO,5.319,"800,000",121.0,8.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,5.8,5.6,7.5,Não atendido,3.7,"3,0","2,8","5,4",Não,4.417,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-264,3,I,Aluno-264,2007.0,15.0,Menina,2022,Escola Pública,,,AMETISTA,7.087,"460,000",57.0,2.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,10.0,9.2,5.6,Requer avaliação,5.8,"6,0","5,5",,Não,6.625,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,0
RA-265,3,I,Aluno-265,2009.0,13.0,Menino,2019,Escola Pública,Ametista,Ametista,AMETISTA,7.926,"162,000",26.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,8.3,7.7,7.5,Não atendido,6.9,"5,3","7,0","8,5",Sim,7.917,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,0
RA-266,3,I,Aluno-266,2006.0,16.0,Menina,2019,Escola Pública,Quartzo,Quartzo,QUARTZO,5.987,"730,000",104.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.5,5.8,5.6,Requer avaliação,6.0,"5,0","6,7","6,3",Não,6.583,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-267,3,I,Aluno-267,2007.0,15.0,Menina,2016,Escola Pública,Ágata,Quartzo,AGATA,6.012,"727,000",103.0,3.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,10.0,7.4,5.0,Não indicado,3.3,"2,3","4,8","2,7",Não,6.292,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AGATA,0
RA-268,3,K,Aluno-268,2008.0,14.0,Menina,2021,Escola Pública,,Ágata,AGATA,6.695,"590,000",77.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,9.2,6.7,6.3,Requer avaliação,5.7,"7,0","6,8","3,2",Sim,7.208,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AGATA,0
RA-269,3,K,Aluno-269,2009.0,13.0,Menino,2022,Escola Pública,,,TOPAZIO,8.231,"76,000",13.0,2.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.2,8.6,6.3,Requer avaliação,8.9,"8,7","9,5","8,5",Não,7.25,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,TOPAZIO,0
RA-270,3,K,Aluno-270,2009.0,13.0,Menina,2019,Rede Decisão,Ametista,Topázio,TOPAZIO,8.226,"79,000",14.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,8.3,8.4,6.9,Não atendido,7.9,"8,0","7,2","8,5",Não,8.125,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,TOPAZIO,0
RA-271,3,K,Aluno-271,2007.0,15.0,Menina,2022,Escola Pública,,,AMETISTA,7.255,"411,000",50.0,8.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,9.2,8.5,5.6,Requer avaliação,7.1,"6,3","6,5","8,3",Sim,6.958,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,0
RA-272,3,K,Aluno-272,2008.0,14.0,Menino,2021,Escola Pública,,Ágata,AGATA,6.361,"666,000",88.0,14.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.2,5.7,7.5,Não atendido,5.1,"5,0","6,8","3,5",Não,6.417,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AGATA,0
RA-273,3,K,Aluno-273,2008.0,14.0,Menina,2018,Escola Pública,Ametista,Ametista,QUARTZO,5.679,"761,000",110.0,15.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,9.2,5.3,7.5,Não atendido,3.0,"3,8","4,7","0,5",Não,5.833,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-274,3,K,Aluno-274,2011.0,11.0,Menina,2019,Rede Decisão,Ametista,Topázio,AMETISTA,7.946,"157,000",24.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,7.9,8.3,7.5,Não atendido,8.1,"8,1","9,3","7,0",Não,7.0,10.0,Fase 2 (5º e 6º ano),1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,1
RA-275,3,K,Aluno-275,2007.0,15.0,Menino,2018,Escola Pública,Quartzo,Ágata,AGATA,6.665,"600,000",79.0,12.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.6,6.9,7.5,Não atendido,4.6,"5,0","6,0","2,7",Sim,6.667,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AGATA,0
RA-276,3,K,Aluno-276,2008.0,14.0,Menina,2017,Escola Pública,Ágata,Quartzo,QUARTZO,5.527,"788,000",118.0,16.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,7.1,5.7,5.6,Não indicado,4.3,"3,7","6,0","3,3",Não,5.125,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-277,3,K,Aluno-277,2008.0,14.0,Menino,2021,Escola Pública,,Ametista,AMETISTA,7.411,"354,000",41.0,7.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,7.1,8.8,7.5,Não atendido,7.4,"7,2","7,0","8,2",Sim,7.208,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,0
RA-278,3,K,Aluno-278,2010.0,12.0,Menino,2018,Rede Decisão,Ametista,Topázio,AMETISTA,7.741,"222,000",31.0,6.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,8.8,9.2,5.6,Requer avaliação,6.0,"5,7","5,8","6,4",Não,7.417,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,0
RA-279,3,K,Aluno-279,2009.0,13.0,Menino,2019,Rede Decisão,Topázio,Topázio,TOPAZIO,8.815,"10,000",1.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,9.2,9.9,6.3,Sem limitações,9.1,"9,7","8,3","9,3",Não,8.208,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,TOPAZIO,0
RA-280,3,K,Aluno-280,2009.0,13.0,Menina,2021,Rede Decisão,,Topázio,AMETISTA,8.046,"133,000",20.0,4.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.5,9.2,7.5,Sem limitações,7.1,"5,7","7,0","8,7",Não,7.333,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,0
RA-281,3,K,Aluno-281,2009.0,13.0,Menina,2019,Escola Pública,Ametista,Ágata,AGATA,6.806,"553,000",71.0,10.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,6.7,6.9,7.5,Sem limitações,5.9,"5,0","6,8","6,0",Não,5.625,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AGATA,0
RA-282,3,K,Aluno-282,2009.0,13.0,Menina,2019,Escola Pública,Ametista,Ágata,AGATA,6.618,"620,000",80.0,13.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,8.8,6.8,7.5,Sem limitações,4.0,"4,7","6,3","1,0",Não,5.625,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AGATA,0
RA-283,3,K,Aluno-283,2008.0,14.0,Menino,2020,Escola Pública,Ágata,Ágata,AMETISTA,7.131,"448,000",54.0,9.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,9.6,8.8,7.5,Não atendido,5.6,"4,5","5,8","6,6",Não,6.625,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,0
RA-284,3,L,Aluno-284,2009.0,13.0,Menino,2022,Escola Pública,,,QUARTZO,5.939,"734,000",106.0,3.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,6.7,5.1,5.6,Sem limitações,3.8,"7,0","4,5","0,0",Não,5.958,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-285,3,L,Aluno-285,2006.0,16.0,Menina,2020,Escola Pública,Ametista,Quartzo,QUARTZO,5.063,"817,000",126.0,5.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,9.2,4.1,7.5,Sem limitações,2.8,"4,0","3,2","1,2",Não,5.75,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-286,3,L,Aluno-286,2007.0,15.0,Menina,2022,Escola Pública,,,QUARTZO,5.424,"794,000",119.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,7.1,5.8,6.3,Sem limitações,3.0,"4,7","2,3","2,0",Não,5.625,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-287,3,L,Aluno-287,2005.0,17.0,Menina,2022,Escola Pública,,,QUARTZO,3.7,"859,000",148.0,11.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,7.9,3.4,5.0,Requer avaliação,1.1,"0,7","2,5","0,2",Não,4.292,2.5,Fase 7 (3º EM),-4,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-288,3,L,Aluno-288,2006.0,16.0,Menina,2022,Escola Pública,,,QUARTZO,4.097,"854,000",147.0,10.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,5.6,6.3,Sem limitações,0.0,,,,Não,6.833,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-289,3,L,Aluno-289,2008.0,14.0,Menina,2020,Escola Pública,Ametista,Quartzo,AGATA,6.236,"699,000",94.0,2.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,0.0,7.8,6.3,Sem limitações,6.8,"5,3","7,5","7,5",Não,7.25,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AGATA,0
RA-290,3,L,Aluno-290,2005.0,17.0,Menina,2022,Escola Pública,,,QUARTZO,4.929,"830,000",131.0,7.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,10.0,3.9,6.3,Sem limitações,1.7,"1,0","2,3","1,8",Não,6.042,2.5,Fase 7 (3º EM),-4,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-291,3,L,Aluno-291,2009.0,13.0,Menino,2022,Escola Pública,,,TOPAZIO,8.122,"107,000",18.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,8.2,6.9,Sem limitações,8.0,"8,0","7,5","8,5",Sim,7.792,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,TOPAZIO,0
RA-292,3,L,Aluno-292,2006.0,16.0,Menino,2022,Escola Pública,,,QUARTZO,4.837,"833,000",134.0,9.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,7.9,3.7,7.5,Não atendido,1.8,"0,0","5,0","0,5",Não,6.292,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-293,3,L,Aluno-293,2009.0,13.0,Menino,2022,Escola Pública,,,QUARTZO,4.875,"831,000",132.0,8.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,8.8,2.9,7.5,Não atendido,2.3,"2,0","3,8","1,0",Não,3.333,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-294,3,L,Aluno-294,2004.0,18.0,Menina,2022,Escola Pública,,,QUARTZO,5.031,"819,000",127.0,6.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.6,5.8,7.5,Não atendido,0.0,,,,Não,5.917,2.5,Fase 8 (Universitários),-5,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-295,3,M,Aluno-295,2008.0,14.0,Menina,2022,Escola Pública,,,AMETISTA,7.305,"386,000",45.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,8.0,7.5,Não atendido,6.9,"5,3","7,7","7,7",Sim,7.375,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,0
RA-296,3,M,Aluno-296,2007.0,15.0,Menina,2022,Escola Pública,,,QUARTZO,4.665,"839,000",137.0,16.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,8.8,3.6,7.5,Não atendido,2.8,"5,7","2,7","0,2",Não,3.833,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,QUARTZO,1
RA-297,3,M,Aluno-297,2009.0,13.0,Menina,2022,Escola Pública,,,AMETISTA,7.478,"324,000",36.0,1.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.1,7.9,6.3,Sem limitações,6.6,"6,3","5,3","8,2",Sim,7.417,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0.0,,,,,,,,,,,,,,,,,,,,AMETISTA,0
