RA,ANO,Fase,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,Defas,Atingiu_PV,EM_RISCO
RA-713,2024,2,7.467500983,8.0,7.5,7.5,6.8,7.0,6.8,10.0,0,,0
RA-714,2024,2,5.465366201,0.0,6.9,6.3,4.0,7.7,7.0,5.0,-1,,1
RA-737,2024,2,8.469548861,8.5,8.7,6.9,9.3,7.5,8.0,10.0,0,,0
RA-1474,2024,2,7.384207505,8.0,8.0,5.6,7.5,6.7,6.3,10.0,0,,0
RA-1036,2024,2,8.284130383,10.0,9.1,7.5,7.0,7.7,7.7,10.0,0,,0
RA-576,2024,2,8.93195,8.5,10.0,7.5,9.3,7.8,8.5,10.0,0,,0
RA-577,2024,2,6.62915911,8.5,5.8,5.6,8.0,6.6,6.5,5.0,-1,,0
RA-580,2024,2,7.928152122,9.0,8.9,7.5,9.3,7.0,7.2,5.0,-1,,0
RA-581,2024,2,7.083301553,7.4,8.2,5.6,8.8,6.6,6.2,5.0,-1,,0
RA-841,2024,2,6.035771224,10.0,6.3,7.5,3.3,7.0,5.8,5.0,-1,,0
RA-730,2024,2,8.469255556,8.0,7.2,6.9,9.5,9.2,8.7,10.0,0,,0
RA-855,2024,2,8.578533333,9.0,10.0,7.5,8.5,7.5,7.4,10.0,0,,0
RA-820,2024,2,7.426572549,10.0,6.6,7.5,6.3,8.3,6.4,10.0,0,,0
RA-715,2024,2,5.309825313,9.0,5.3,3.8,2.8,5.0,4.7,10.0,0,,1
RA-1038,2024,2,7.964638597,8.0,7.5,7.5,8.5,7.5,7.3,10.0,0,,0
RA-1475,2024,2,7.413901754,9.0,8.1,7.5,5.0,7.5,7.0,10.0,0,,0
RA-1039,2024,2,7.549644444,8.0,9.7,7.5,7.3,7.5,6.8,5.0,-1,,0
RA-745,2024,2,8.6102,9.0,10.0,6.3,8.5,7.5,8.2,10.0,0,,0
RA-718,2024,2,8.705811111,10.0,9.5,5.6,9.5,7.5,7.9,10.0,1,,1
RA-1040,2024,2,7.7642,9.5,8.5,7.5,8.3,7.5,7.3,5.0,-1,,0
RA-746,2024,2,7.903311111,8.5,7.4,7.5,8.0,7.5,7.3,10.0,0,,0
RA-1069,2024,2,7.678917391,9.0,7.1,7.5,6.3,8.1,7.8,10.0,0,,0
RA-1476,2024,2,8.80795,9.5,10.0,5.6,8.5,8.4,8.8,10.0,0,,0
RA-827,2024,2,8.248346739,10.0,9.8,5.0,7.3,7.7,7.9,10.0,0,,0
RA-1477,2024,2,7.051498913,8.0,8.0,7.5,5.0,6.4,6.3,10.0,0,,0
RA-762,2024,2,5.967732609,10.0,6.4,6.3,3.8,6.6,5.8,5.0,-2,,1
RA-778,2024,2,8.075413959,10.0,8.1,7.5,7.0,7.5,7.7,10.0,0,,0
RA-591,2024,2,6.836033696,7.4,7.9,6.3,7.5,5.8,6.5,5.0,-1,,0
RA-1478,2024,2,6.721033333,8.0,6.7,6.3,4.3,6.9,7.1,10.0,0,,0
RA-829,2024,2,9.171825,9.5,9.8,9.4,8.0,8.9,9.2,10.0,1,,1
RA-1479,2024,2,6.615766239,8.5,6.2,7.5,4.3,7.2,6.0,10.0,0,,0
RA-1480,2024,2,7.09445,8.5,8.9,7.5,5.5,7.2,7.0,5.0,-1,,0
RA-438,2024,2,7.930283696,9.2,8.7,7.5,8.3,8.0,7.9,5.0,-1,,0
RA-607,2024,2,7.648602174,8.5,7.5,7.5,7.0,7.2,7.2,10.0,0,,0
RA-1481,2024,2,6.860721739,8.5,8.8,7.5,4.8,6.9,6.8,5.0,-1,,0
RA-1482,2024,2,5.2257,8.5,5.0,7.5,0.0,7.5,6.9,5.0,-1,,1
RA-1483,2024,2,7.311433696,9.5,7.9,7.5,6.5,5.8,5.7,10.0,0,,0
RA-1484,2024,2,7.7542,9.0,10.0,6.3,7.0,7.5,7.9,5.0,-1,,0
RA-1485,2024,2,6.738687578,9.0,7.7,5.6,5.0,7.5,7.4,5.0,-1,,0
RA-1486,2024,2,6.86547451,8.0,5.4,6.3,5.8,7.9,7.1,10.0,0,,0
RA-597,2024,2,7.843291097,9.0,9.3,7.5,6.0,7.5,6.9,10.0,0,,0
RA-624,2024,2,7.229425673,8.0,8.2,7.5,4.0,7.9,7.2,10.0,0,,0
RA-1487,2024,2,8.026743478,10.0,9.6,6.3,8.3,7.7,7.8,5.0,-1,,0
RA-1488,2024,2,6.766893582,8.0,7.1,7.5,3.5,7.5,6.7,10.0,0,,0
RA-1489,2024,2,5.984228986,9.0,5.8,6.3,5.0,6.7,5.7,5.0,-1,,1
RA-600,2024,2,7.847373913,8.0,8.0,7.5,7.5,7.5,7.2,10.0,0,,0
RA-663,2024,2,6.696419462,8.5,7.1,5.6,6.5,6.9,6.9,5.0,-1,,0
RA-1490,2024,2,7.372576812,8.5,9.6,6.3,7.8,6.7,6.3,5.0,-1,,0
RA-1491,2024,2,7.5072,9.0,6.3,7.5,6.5,7.5,7.8,10.0,0,,0
RA-1066,2024,2,7.93262236,9.5,8.4,6.3,7.3,7.5,7.4,10.0,0,,0
RA-630,2024,2,6.879985507,0.0,8.5,7.5,5.8,7.5,7.7,10.0,0,,0
RA-1492,2024,2,8.479020513,8.0,8.8,7.5,8.0,8.8,8.5,10.0,1,,1
RA-834,2024,2,8.51364617,8.0,9.1,6.3,8.8,7.7,8.7,10.0,0,,0
RA-784,2024,2,8.885745455,8.0,9.8,5.6,8.8,9.4,9.4,10.0,0,,0
RA-1059,2024,2,8.67845,8.0,10.0,6.3,7.5,9.1,9.2,10.0,0,,0
RA-612,2024,2,9.134040909,8.0,9.5,6.3,9.8,9.7,9.4,10.0,0,,0
RA-1060,2024,2,6.448416667,9.6,6.0,6.3,3.3,7.8,6.2,10.0,0,,0
RA-761,2024,2,8.174593939,8.5,8.9,6.3,7.3,8.8,8.0,10.0,0,,0
RA-1493,2024,2,6.378661324,8.5,7.8,7.5,4.0,7.2,5.9,5.0,-1,,0
RA-665,2024,2,5.69870303,8.3,5.1,5.6,4.8,7.5,5.4,5.0,-1,,1
RA-1115,2024,2,6.570068687,8.0,4.3,7.5,6.3,7.5,5.8,10.0,0,,0
RA-1061,2024,2,8.76595,8.5,10.0,6.3,8.5,8.4,8.7,10.0,0,,0
RA-1494,2024,2,5.874882353,0.0,6.8,7.5,4.3,7.5,5.8,10.0,0,,1
RA-1495,2024,2,8.48450303,9.0,8.3,7.5,8.3,8.8,8.2,10.0,0,,0
RA-606,2024,2,6.645260606,8.5,7.6,6.9,3.3,8.1,5.6,10.0,0,,0
RA-594,2024,2,6.890966667,6.9,5.8,6.3,7.0,8.1,6.1,10.0,0,,0
RA-1496,2024,2,6.77997381,9.0,5.7,7.5,4.3,7.8,6.8,10.0,0,,0
RA-1497,2024,2,5.242378788,0.0,5.0,7.5,2.0,6.9,7.0,10.0,0,,1
RA-1498,2024,2,7.147881818,8.5,7.8,7.5,7.0,8.1,6.3,5.0,-1,,0
RA-1499,2024,2,7.9148,8.4,9.3,6.9,6.5,8.1,7.1,10.0,0,,0
RA-788,2024,2,7.922106827,8.4,9.5,6.3,5.8,8.4,7.8,10.0,0,,0
RA-1500,2024,2,7.36045,9.5,8.3,6.9,3.5,8.4,7.6,10.0,0,,0
RA-777,2024,2,7.563515408,8.0,8.8,7.5,4.5,8.1,7.7,10.0,0,,0
RA-1063,2024,2,7.27925,5.3,9.8,7.5,7.8,7.8,6.1,5.0,-1,,0
RA-664,2024,2,7.501724409,9.0,6.8,7.5,5.8,8.1,7.7,10.0,0,,0
RA-1501,2024,2,8.04495,9.5,10.0,7.5,5.0,8.4,7.5,10.0,0,,0
RA-764,2024,2,7.83837029,8.0,7.9,7.5,6.0,8.4,8.3,10.0,0,,0
RA-1064,2024,2,8.980235088,9.5,9.7,7.5,8.5,8.8,8.8,10.0,0,,0
RA-1065,2024,2,8.863493478,9.5,8.8,6.3,9.3,9.1,8.8,10.0,0,,0
RA-1502,2024,2,6.886091026,8.0,7.6,7.5,5.3,7.8,7.4,5.0,-1,,0
RA-781,2024,2,8.496283333,8.0,9.8,7.5,7.3,8.4,8.5,10.0,0,,0
RA-608,2024,2,5.778986232,9.0,3.1,6.9,4.3,7.2,5.1,10.0,0,,1
RA-796,2024,2,7.052457703,8.5,8.2,7.5,5.3,7.9,7.3,5.0,-1,,0
RA-797,2024,2,6.597315152,9.2,4.8,7.5,7.3,6.7,6.7,5.0,-1,,0
RA-636,2024,2,6.380227911,8.0,4.9,7.5,5.3,6.9,5.6,10.0,0,,0
RA-1140,2024,2,7.347388038,6.8,6.1,7.5,7.0,8.1,7.4,10.0,0,,0
RA-1503,2024,2,6.9917,7.5,10.0,7.5,2.8,9.0,7.7,5.0,-1,,0
RA-814,2024,2,7.971648485,7.4,9.1,7.5,7.5,7.5,7.1,10.0,0,,0
RA-637,2024,2,7.685321212,7.5,6.2,7.5,7.8,8.3,7.8,10.0,0,,0
RA-652,2024,2,7.36189697,8.0,6.9,7.5,5.5,7.9,7.7,10.0,0,,0
RA-816,2024,2,8.929745455,7.0,9.8,7.5,9.3,9.2,8.8,10.0,0,,0
RA-1504,2024,2,6.057060606,7.5,4.6,5.6,6.8,5.8,6.9,5.0,-1,,0
RA-638,2024,2,6.746487879,8.5,5.7,7.5,5.0,8.1,5.9,10.0,0,,0
RA-1505,2024,2,6.719917172,9.5,7.5,7.5,3.8,8.8,6.9,5.0,-1,,0
RA-643,2024,2,6.402239075,9.0,6.9,7.5,4.5,8.1,5.8,5.0,-1,,0
RA-645,2024,2,7.502239394,7.4,8.4,7.5,5.3,7.7,7.6,10.0,0,,0
RA-1068,2024,2,9.01500303,9.5,9.1,7.5,9.5,8.5,8.7,10.0,0,,0
RA-798,2024,2,4.674365368,6.8,3.5,7.5,4.8,5.0,2.9,5.0,-1,,1
RA-799,2024,2,7.702648485,7.9,9.1,7.5,5.3,7.9,7.5,10.0,0,,0
RA-1506,2024,2,7.151855844,8.0,8.4,7.5,3.5,6.5,7.9,10.0,0,,0
RA-802,2024,2,7.831797403,7.5,7.0,7.5,8.8,8.3,6.7,10.0,0,,0
RA-1507,2024,2,5.046077056,6.9,4.4,7.5,5.0,4.6,3.8,5.0,-1,,1
RA-1071,2024,2,4.804862338,8.0,4.2,7.5,4.5,4.2,3.0,5.0,-1,,1
RA-1508,2024,2,8.180420779,7.5,7.2,7.5,9.3,7.5,8.2,10.0,0,,0
RA-1509,2024,2,7.560230303,8.5,6.5,7.5,7.5,6.7,7.4,10.0,0,,0
RA-1510,2024,2,9.464745454,10.0,9.8,7.5,10.0,9.6,9.0,10.0,0,,0
RA-785,2024,2,9.154866667,9.5,10.0,7.5,9.0,8.8,8.9,10.0,0,,0
RA-1511,2024,2,8.921707764,10.0,9.3,7.5,8.8,8.4,8.6,10.0,0,,0
RA-752,2024,2,6.57279265,9.5,7.5,7.5,5.8,5.9,5.6,5.0,-1,,0
RA-790,2024,2,6.808935507,7.5,6.8,7.5,6.8,7.2,6.9,5.0,-1,,0
RA-590,2024,2,6.712378054,8.0,8.5,6.3,4.0,7.5,7.7,5.0,-1,,0
RA-1512,2024,2,8.10445,9.5,10.0,7.5,5.5,7.8,7.6,10.0,0,,0
RA-472,2024,2,6.639761077,7.5,7.5,7.5,6.3,6.3,6.3,5.0,-1,,0
RA-628,2024,2,8.236616667,9.0,10.0,7.5,9.0,7.2,7.8,5.0,-1,,0
RA-1513,2024,2,6.550917172,8.5,7.5,7.5,3.8,7.5,7.2,5.0,-1,,0
RA-1514,2024,2,7.520576263,9.0,8.0,7.5,5.5,7.2,7.3,10.0,0,,0
RA-629,2024,2,8.061295238,10.0,9.5,7.5,6.0,7.5,7.3,10.0,0,,0
RA-832,2024,2,8.240330435,9.0,8.7,7.5,8.0,7.5,7.5,10.0,0,,0
RA-1515,2024,2,5.832133333,6.4,6.7,6.3,3.5,6.9,6.7,5.0,-1,,1
RA-833,2024,2,8.518457764,9.0,9.3,7.5,8.0,8.1,7.9,10.0,0,,0
RA-819,2024,2,8.652552484,10.0,7.8,7.5,9.0,8.4,8.5,10.0,1,,1
RA-1073,2024,3,7.085994577,9.2,6.4,7.5,6.5,6.9,5.8,10.0,0,,0
RA-494,2024,3,7.922281328,7.5,7.3,8.8,6.3,7.8,8.9,10.0,0,,0
RA-484,2024,3,3.835477657,8.3,3.9,2.5,0.0,3.4,3.1,10.0,0,,1
RA-496,2024,3,6.726607508,10.0,5.3,6.3,5.7,6.7,6.2,10.0,0,,0
RA-1516,2024,3,7.217066033,9.6,5.4,9.4,4.7,8.0,7.5,10.0,3,,1
RA-1143,2024,3,5.881225668,9.6,5.2,9.4,3.2,7.0,6.8,2.5,-3,,1
RA-1517,2024,3,6.240744444,9.2,4.3,9.4,4.7,7.5,6.7,5.0,-1,,0
RA-1518,2024,3,5.721382143,7.1,5.7,9.4,1.8,7.7,6.6,5.0,-1,,1
RA-227,2024,3,8.074015455,9.6,8.1,9.4,6.5,7.5,7.5,10.0,0,,0
RA-487,2024,3,9.417137302,9.2,9.4,9.4,9.7,9.1,9.2,10.0,0,,0
RA-1076,2024,3,7.479598365,8.3,7.8,8.1,6.3,7.0,6.5,10.0,0,,0
RA-1084,2024,3,6.907110965,8.8,7.7,5.6,3.7,7.0,7.5,10.0,0,,0
RA-1519,2024,3,7.210222118,9.6,5.6,8.8,4.8,8.0,7.5,10.0,3,,1
RA-490,2024,3,7.36808429,9.2,5.5,8.8,6.2,7.8,7.3,10.0,1,,1
RA-346,2024,3,7.761749603,10.0,9.1,2.5,6.2,8.0,8.3,10.0,0,,0
RA-546,2024,3,5.70242601,5.8,3.8,8.1,4.7,5.2,5.5,10.0,0,,1
RA-1087,2024,3,6.913936532,7.9,8.4,8.8,2.7,7.2,6.6,10.0,0,,0
RA-493,2024,3,7.464325,10.0,8.9,10.0,3.2,7.0,6.7,10.0,1,,1
RA-1520,2024,3,7.002646212,8.3,9.1,8.8,3.8,7.7,7.3,5.0,-1,,0
RA-1072,2024,3,7.815385675,8.8,5.6,8.8,8.2,8.0,7.5,10.0,0,,0
RA-1521,2024,3,5.065788844,7.5,6.2,2.5,3.2,6.1,5.5,5.0,-1,,1
RA-536,2024,3,7.770468182,8.3,9.1,8.1,5.5,7.2,7.4,10.0,1,,1
RA-1079,2024,3,5.42534133,7.5,4.5,2.5,6.3,4.2,4.2,10.0,0,,1
RA-331,2024,3,6.231045707,8.8,7.7,8.8,3.5,6.1,5.6,5.0,-1,,0
RA-1522,2024,3,8.3261,8.8,10.0,9.4,7.0,6.9,7.1,10.0,0,,0
RA-1096,2024,3,9.189883333,9.2,9.9,8.8,8.5,9.1,9.1,10.0,1,,1
RA-513,2024,3,8.72863254,10.0,8.8,8.1,7.7,9.1,8.5,10.0,1,,1
RA-531,2024,3,7.912792647,9.2,9.8,4.4,6.7,8.0,7.3,10.0,0,,0
RA-1523,2024,3,8.67371279,6.7,9.3,8.8,8.2,8.9,8.8,10.0,1,,1
RA-1524,2024,3,5.547380556,7.9,2.8,7.5,4.0,7.7,6.9,5.0,-1,,1
RA-1147,2024,3,5.833118519,8.8,6.1,8.8,3.2,6.3,5.5,5.0,-1,,1
RA-479,2024,3,8.901966667,9.2,9.9,2.5,9.7,9.4,9.5,10.0,1,,1
RA-517,2024,3,5.880466583,7.5,5.3,2.5,5.0,6.0,6.1,10.0,0,,1
RA-325,2024,3,8.385133333,9.2,9.9,7.5,7.0,8.3,7.6,10.0,0,,0
RA-1525,2024,3,7.778263492,7.9,8.3,5.6,7.0,8.5,7.6,10.0,0,,0
RA-518,2024,3,6.346748371,8.3,6.8,2.5,4.0,7.1,6.9,10.0,0,,0
RA-1146,2024,3,5.393308605,10.0,5.0,6.9,2.0,6.3,5.9,5.0,-2,,1
RA-530,2024,3,7.214534419,8.8,6.5,9.4,4.5,7.1,7.5,10.0,0,,0
RA-524,2024,3,7.026322556,7.1,5.1,2.5,8.7,8.3,7.4,10.0,0,,0
RA-578,2024,3,9.0662,10.0,10.0,2.5,9.8,9.6,9.5,10.0,1,,1
RA-526,2024,3,7.843157895,9.6,9.4,8.1,7.3,7.3,7.5,5.0,-1,,0
RA-528,2024,3,7.276330075,9.2,5.8,7.5,6.7,7.3,6.9,10.0,0,,0
RA-516,2024,3,8.384033333,10.0,10.0,2.5,8.8,8.5,7.6,10.0,1,,1
RA-534,2024,3,7.088855054,9.6,6.0,7.5,5.0,7.5,7.1,10.0,0,,0
RA-1097,2024,3,5.475324896,10.0,4.8,6.3,3.0,6.0,5.9,5.0,-1,,1
RA-360,2024,3,6.293175689,8.3,5.6,5.0,5.8,7.7,7.0,5.0,-1,,0
RA-1526,2024,3,7.9798,9.2,10.0,8.8,3.8,8.1,8.1,10.0,0,,0
RA-1077,2024,3,5.543865741,0.0,7.7,6.9,2.0,6.4,6.4,10.0,0,,1
RA-508,2024,3,6.771708626,7.1,5.6,7.5,4.7,7.7,7.5,10.0,1,,1
RA-363,2024,3,7.617803571,9.6,9.5,5.6,5.3,7.3,7.0,10.0,0,,0
RA-340,2024,3,6.715437329,7.9,6.6,7.5,5.2,6.6,5.8,10.0,0,,0
RA-1527,2024,3,8.631675,9.2,10.0,7.5,8.0,8.0,7.8,10.0,0,,0
RA-509,2024,3,6.918152273,9.2,6.4,2.5,6.0,8.3,7.2,10.0,0,,0
RA-500,2024,3,8.077708333,9.6,10.0,2.5,6.7,8.6,8.4,10.0,0,,0
RA-1528,2024,3,7.622584091,9.2,7.8,7.5,5.7,8.0,7.3,10.0,0,,0
RA-1089,2024,3,7.622153175,9.2,7.0,8.1,6.8,7.2,7.0,10.0,0,,0
RA-1090,2024,3,7.765283138,9.6,7.6,7.5,6.3,7.8,7.4,10.0,0,,0
RA-503,2024,3,8.547495614,9.6,9.8,7.5,7.7,7.8,7.8,10.0,1,,1
RA-1093,2024,3,8.507902778,7.5,7.7,8.1,8.7,8.9,8.9,10.0,0,,0
RA-1094,2024,3,8.016478571,9.2,9.5,2.5,7.3,8.4,8.2,10.0,0,,0
RA-1095,2024,3,6.108547515,7.5,7.8,7.5,2.3,5.5,5.1,10.0,0,,0
RA-1098,2024,3,6.574456251,8.8,5.8,7.5,3.5,7.3,6.7,10.0,0,,0
RA-1106,2024,3,5.936272086,8.3,5.4,7.5,0.0,7.7,7.5,10.0,0,,1
RA-568,2024,3,5.545864286,7.9,3.3,8.1,5.2,6.6,5.5,5.0,-2,,1
RA-558,2024,3,5.048054503,9.2,3.8,8.1,3.0,6.1,4.3,5.0,-2,,1
RA-559,2024,3,6.158158974,10.0,5.7,8.1,3.2,6.3,4.7,10.0,0,,0
RA-1529,2024,3,6.710079487,6.7,7.4,7.5,5.5,8.1,7.0,5.0,-1,,0
RA-1111,2024,3,6.116032816,6.2,4.6,7.5,5.0,6.6,5.8,10.0,1,,1
RA-1108,2024,3,6.01721501,9.2,3.8,8.1,3.7,7.2,5.4,10.0,0,,0
RA-542,2024,3,6.720564959,8.8,6.5,8.1,3.9,7.0,6.2,10.0,0,,0
RA-543,2024,3,8.046787112,8.8,9.6,2.5,6.8,8.9,8.7,10.0,1,,1
RA-1530,2024,3,4.639153571,0.0,2.5,8.1,2.8,7.0,5.3,10.0,0,,1
RA-555,2024,3,5.111470186,10.0,2.8,6.9,4.3,5.0,5.0,5.0,-1,,1
RA-1531,2024,3,7.049179013,8.8,8.0,7.5,5.8,7.3,7.1,5.0,-1,,0
RA-1099,2024,3,7.332483333,8.3,8.1,10.0,3.8,7.8,6.6,10.0,0,,0
RA-1154,2024,3,7.566075,7.9,9.2,7.5,8.0,7.3,6.7,5.0,-1,,0
RA-1100,2024,3,6.649708333,7.5,7.1,7.5,4.7,6.7,5.6,10.0,1,,1
RA-381,2024,3,5.940775,8.3,6.1,7.5,3.7,6.7,6.1,5.0,-2,,1
RA-364,2024,3,8.269703758,8.8,9.5,7.5,7.5,8.0,7.2,10.0,0,,0
RA-539,2024,3,8.465533333,10.0,9.2,7.5,5.8,8.8,9.1,10.0,0,,0
RA-573,2024,3,7.83905,9.2,9.5,8.8,5.0,7.8,6.8,10.0,0,,0
RA-1107,2024,3,5.9731,8.8,6.2,2.5,2.5,7.5,6.8,10.0,0,,1
RA-368,2024,3,6.782158333,7.9,6.2,7.5,7.0,7.7,6.7,5.0,-1,,0
RA-387,2024,3,6.1255,7.5,7.2,7.5,4.3,6.3,6.0,5.0,-1,,0
RA-556,2024,3,5.833377381,7.1,6.2,2.5,3.8,6.4,6.2,10.0,0,,1
RA-389,2024,3,7.207955128,9.6,6.7,8.8,5.2,6.6,6.7,10.0,0,,0
RA-390,2024,3,6.547223684,7.5,6.1,8.8,4.2,6.6,6.1,10.0,0,,0
RA-376,2024,3,5.896573589,10.0,8.3,2.5,2.8,6.6,6.3,5.0,-1,,1
RA-584,2024,3,6.752914394,8.8,5.6,8.8,4.3,7.3,6.4,10.0,0,,0
RA-535,2024,3,7.659555952,9.2,7.2,8.1,6.0,8.0,7.5,10.0,0,,0
RA-547,2024,3,7.210290672,8.8,7.0,8.1,6.8,5.6,5.9,10.0,0,,0
RA-557,2024,3,9.350986466,10.0,8.8,7.5,9.7,10.0,9.6,10.0,0,,0
RA-548,2024,3,7.240168803,9.2,7.6,7.5,6.7,5.9,5.6,10.0,0,,0
RA-1102,2024,3,8.440611905,8.8,9.4,8.1,9.3,5.9,7.1,10.0,1,,1
RA-1532,2024,3,4.548544781,0.0,3.9,7.5,2.0,7.5,6.8,5.0,-1,,1
RA-538,2024,3,6.514094017,8.8,7.7,7.5,6.2,5.6,5.3,5.0,-1,,0
RA-365,2024,3,8.526983333,9.6,10.0,7.5,6.7,8.4,8.2,10.0,1,,1
RA-563,2024,3,8.595447619,9.2,9.5,8.1,8.3,8.1,7.5,10.0,0,,0
RA-1157,2024,3,7.916082937,9.6,9.1,7.5,7.0,8.0,8.5,5.0,-1,,0
RA-258,2024,3,6.429063889,7.1,6.9,7.5,2.5,7.3,6.7,10.0,0,,0
RA-369,2024,3,5.667282265,8.8,4.9,7.5,1.7,6.4,5.4,10.0,0,,1
RA-375,2024,3,7.970034615,9.6,9.4,7.5,6.8,7.2,6.4,10.0,0,,0
RA-1533,2024,3,9.089828986,9.2,9.7,8.1,9.5,8.5,8.3,10.0,0,,0
RA-1534,2024,3,7.188366667,7.9,9.7,8.1,1.2,8.0,8.1,10.0,0,,0
RA-1160,2024,3,6.274190982,8.8,8.2,7.5,3.2,6.3,6.2,5.0,-1,,0
RA-562,2024,3,8.392733333,8.3,9.8,8.1,7.8,7.6,7.3,10.0,0,,0
RA-1112,2024,3,6.856082394,9.6,9.0,8.1,4.0,5.4,4.7,10.0,0,,0
RA-1535,2024,3,7.10939097,8.8,5.1,7.5,5.8,7.1,7.9,10.0,0,,0
RA-1536,2024,3,7.653744444,9.2,8.7,8.1,7.0,7.9,7.5,5.0,-1,,0
RA-357,2024,3,7.731569404,8.8,9.0,8.1,7.7,7.9,7.1,5.0,-1,,0
RA-583,2024,3,7.447591036,7.9,8.9,8.1,5.0,6.9,6.9,10.0,0,,0
RA-1537,2024,3,8.176263231,9.2,8.3,8.1,8.7,8.1,8.7,5.0,-1,,0
RA-599,2024,3,8.356935294,10.0,8.6,9.4,7.7,7.1,7.3,10.0,1,,1
RA-651,2024,3,8.6893,9.2,10.0,7.5,7.5,8.5,8.3,10.0,1,,1
RA-1131,2024,3,8.288955556,8.3,9.3,6.3,8.3,7.3,7.9,10.0,0,,0
RA-403,2024,3,8.008488889,8.8,7.4,7.5,7.7,8.5,7.6,10.0,0,,0
RA-1538,2024,3,7.96317037,9.2,7.9,8.1,7.2,7.9,7.1,10.0,1,,1
RA-469,2024,3,7.684639869,9.2,9.5,7.5,5.0,7.3,6.9,10.0,0,,0
RA-1121,2024,3,8.407166667,9.6,10.0,7.5,6.7,7.1,8.3,10.0,0,,0
RA-1122,2024,3,7.817322222,8.8,9.9,7.5,5.3,7.1,7.2,10.0,1,,1
RA-422,2024,3,5.544981481,7.5,6.2,7.5,2.8,6.5,5.5,5.0,-1,,1
RA-1117,2024,3,7.601562963,8.8,8.3,7.5,5.7,8.1,6.8,10.0,1,,1
RA-1539,2024,3,7.709588889,6.7,9.0,6.9,6.8,7.7,7.1,10.0,0,,0
RA-618,2024,3,6.718348148,10.0,8.3,6.9,4.2,6.7,6.8,5.0,-2,,0
RA-669,2024,3,6.64387037,7.5,4.9,7.5,5.3,7.3,6.9,10.0,0,,0
RA-408,2024,3,6.52762963,7.5,5.0,7.5,4.8,7.1,6.8,10.0,0,,0
RA-610,2024,3,7.894888889,9.6,9.7,3.8,6.3,6.9,8.3,10.0,1,,1
RA-409,2024,3,8.225462963,9.6,9.2,7.5,7.2,7.9,7.2,10.0,0,,0
RA-464,2024,3,6.872009064,9.2,7.9,8.8,4.3,7.2,7.1,5.0,-1,,0
RA-1165,2024,3,7.908044272,8.8,6.8,8.1,8.0,6.9,7.8,10.0,0,,0
RA-466,2024,3,6.778749123,8.8,7.2,8.8,4.0,7.5,7.7,5.0,-1,,0
RA-414,2024,3,7.187625926,7.9,8.4,7.5,6.0,6.3,5.7,10.0,0,,0
RA-401,2024,3,6.728911404,6.7,6.8,6.9,4.8,6.6,6.9,10.0,0,,0
RA-1141,2024,3,6.793890867,9.6,6.2,7.5,4.2,6.6,6.8,10.0,0,,0
RA-592,2024,3,7.121622214,7.9,6.1,2.5,7.8,7.7,7.6,10.0,1,,1
RA-474,2024,3,6.024753704,9.2,5.8,7.5,3.0,7.2,6.9,5.0,-1,,0
RA-602,2024,3,8.647409314,9.6,9.7,7.5,7.3,8.3,8.5,10.0,0,,0
RA-666,2024,3,8.185838803,10.0,7.9,7.5,7.2,7.5,8.4,10.0,0,,0
RA-604,2024,3,7.429623555,8.3,7.5,8.1,7.0,6.4,6.2,10.0,1,,1
RA-476,2024,3,6.735998246,7.9,6.6,7.5,4.5,6.3,6.7,10.0,0,,0
RA-423,2024,3,6.616193705,5.8,6.5,8.1,4.3,6.9,6.8,10.0,0,,0
RA-631,2024,3,6.79567342,8.3,7.2,8.8,4.2,5.6,6.2,10.0,0,,0
RA-658,2024,3,7.507033333,8.8,10.0,8.1,3.7,7.4,6.7,10.0,1,,1
RA-1540,2024,3,5.696233333,8.3,5.0,7.5,2.7,7.1,6.8,5.0,-1,,1
RA-1541,2024,3,8.337,9.2,8.6,6.9,8.2,8.3,7.7,10.0,0,,0
RA-1114,2024,3,7.437466667,8.8,9.5,2.5,5.0,8.4,7.8,10.0,0,,0
RA-662,2024,3,7.107477855,7.9,7.6,7.5,4.2,7.6,7.2,10.0,0,,0
RA-760,2024,3,6.942581818,9.2,7.1,7.5,5.0,6.3,6.2,10.0,0,,0
RA-1542,2024,3,6.088607992,7.5,6.3,8.1,3.2,7.4,7.0,5.0,-2,,0
RA-404,2024,3,6.624588235,8.3,6.3,2.5,5.7,7.5,7.0,10.0,0,,0
RA-1119,2024,3,7.388266667,9.6,8.7,7.5,5.7,7.6,7.7,5.0,-1,,0
RA-1116,2024,3,3.789477778,0.0,3.4,6.3,2.3,5.1,5.1,5.0,-1,,1
RA-667,2024,3,7.177130604,9.2,7.0,7.5,4.7,7.8,7.0,10.0,0,,0
RA-605,2024,3,6.017522222,7.5,6.2,6.9,2.7,7.0,5.5,10.0,0,,0
RA-1543,2024,3,6.754584615,7.5,8.1,7.5,5.0,7.3,7.1,5.0,-1,,0
RA-1118,2024,3,7.030554592,7.1,7.8,9.4,3.8,6.8,6.9,10.0,0,,0
RA-1544,2024,3,6.905568627,8.3,8.7,6.9,5.8,6.6,6.6,5.0,-1,,0
RA-1545,2024,3,7.296598576,7.5,6.2,8.1,8.2,6.3,6.2,10.0,0,,0
RA-1127,2024,3,8.180966667,9.2,10.0,7.5,5.8,8.1,7.7,10.0,0,,0
